,Country/Region,Province/State,Lat,Long,Month,Confirmed
978,US,Florida,28.101892418840578,-80.3036208973913,2022-03,181889429
979,US,Florida,28.101892418840578,-80.3036208973913,2022-04,147654848
980,US,Georgia,32.40097273931677,-82.53920098291925,2020-01,0
981,US,Georgia,32.40097273931677,-82.53920098291925,2020-02,0
982,US,Georgia,32.40097273931677,-82.53920098291925,2020-03,21050
983,US,Georgia,32.40097273931677,-82.53920098291925,2020-04,465883
984,US,Georgia,32.40097273931677,-82.53920098291925,2020-05,1157327
985,US,Georgia,32.40097273931677,-82.53920098291925,2020-06,1822772
986,US,Georgia,32.40097273931677,-82.53920098291925,2020-07,4114740
987,US,Georgia,32.40097273931677,-82.53920098291925,2020-08,7260641
988,US,Georgia,32.40097273931677,-82.53920098291925,2020-09,8926776
989,US,Georgia,32.40097273931677,-82.53920098291925,2020-10,10489420
990,US,Georgia,32.40097273931677,-82.53920098291925,2020-11,12809840
991,US,Georgia,32.40097273931677,-82.53920098291925,2020-12,17500247
992,US,Georgia,32.40097273931677,-82.53920098291925,2021-01,24831364
993,US,Georgia,32.40097273931677,-82.53920098291925,2021-02,26992282
994,US,Georgia,32.40097273931677,-82.53920098291925,2021-03,32140488
995,US,Georgia,32.40097273931677,-82.53920098291925,2021-04,32411603
996,US,Georgia,32.40097273931677,-82.53920098291925,2021-05,34551307
997,US,Georgia,32.40097273931677,-82.53920098291925,2021-06,33882795
998,US,Georgia,32.40097273931677,-82.53920098291925,2021-07,35636790
999,US,Georgia,32.40097273931677,-82.53920098291925,2021-08,39633591
1000,US,Georgia,32.40097273931677,-82.53920098291925,2021-09,45185390
1001,US,Georgia,32.40097273931677,-82.53920098291925,2021-10,50000887
1002,US,Georgia,32.40097273931677,-82.53920098291925,2021-11,49501949
1003,US,Georgia,32.40097273931677,-82.53920098291925,2021-12,52916815
1004,US,Georgia,32.40097273931677,-82.53920098291925,2022-01,65646927
1005,US,Georgia,32.40097273931677,-82.53920098291925,2022-02,68180566
1006,US,Georgia,32.40097273931677,-82.53920098291925,2022-03,76869599
1007,US,Georgia,32.40097273931677,-82.53920098291925,2022-04,62626187
1008,US,Grand Princess,0.0,0.0,2020-01,0
1009,US,Grand Princess,0.0,0.0,2020-02,0
1010,US,Grand Princess,0.0,0.0,2020-03,712
1011,US,Grand Princess,0.0,0.0,2020-04,3090
1012,US,Grand Princess,0.0,0.0,2020-05,3193
1013,US,Grand Princess,0.0,0.0,2020-06,3090
1014,US,Grand Princess,0.0,0.0,2020-07,3193
1015,US,Grand Princess,0.0,0.0,2020-08,3193
1016,US,Grand Princess,0.0,0.0,2020-09,3090
1017,US,Grand Princess,0.0,0.0,2020-10,3193
1018,US,Grand Princess,0.0,0.0,2020-11,3090
1019,US,Grand Princess,0.0,0.0,2020-12,3193
1020,US,Grand Princess,0.0,0.0,2021-01,3193
1021,US,Grand Princess,0.0,0.0,2021-02,2884
1022,US,Grand Princess,0.0,0.0,2021-03,3193
1023,US,Grand Princess,0.0,0.0,2021-04,3090
1024,US,Grand Princess,0.0,0.0,2021-05,3193
1025,US,Grand Princess,0.0,0.0,2021-06,3090
1026,US,Grand Princess,0.0,0.0,2021-07,3193
1027,US,Grand Princess,0.0,0.0,2021-08,3193
1028,US,Grand Princess,0.0,0.0,2021-09,3090
1029,US,Grand Princess,0.0,0.0,2021-10,3193
1030,US,Grand Princess,0.0,0.0,2021-11,3090
1031,US,Grand Princess,0.0,0.0,2021-12,3193
1032,US,Grand Princess,0.0,0.0,2022-01,3193
1033,US,Grand Princess,0.0,0.0,2022-02,2884
1034,US,Grand Princess,0.0,0.0,2022-03,3193
1035,US,Grand Princess,0.0,0.0,2022-04,2575
1036,US,Guam,13.4443,144.7937,2020-01,0
1037,US,Guam,13.4443,144.7937,2020-02,0
1038,US,Guam,13.4443,144.7937,2020-03,511
1039,US,Guam,13.4443,144.7937,2020-04,3809
1040,US,Guam,13.4443,144.7937,2020-05,4858
1041,US,Guam,13.4443,144.7937,2020-06,6064
1042,US,Guam,13.4443,144.7937,2020-07,9821
1043,US,Guam,13.4443,144.7937,2020-08,21263
1044,US,Guam,13.4443,144.7937,2020-09,59481
1045,US,Guam,13.4443,144.7937,2020-10,110463
1046,US,Guam,13.4443,144.7937,2020-11,178845
1047,US,Guam,13.4443,144.7937,2020-12,221174
1048,US,Guam,13.4443,144.7937,2021-01,231484
1049,US,Guam,13.4443,144.7937,2021-02,215199
1050,US,Guam,13.4443,144.7937,2021-03,240949
1051,US,Guam,13.4443,144.7937,2021-04,236100
1052,US,Guam,13.4443,144.7937,2021-05,250617
1053,US,Guam,13.4443,144.7937,2021-06,247822
1054,US,Guam,13.4443,144.7937,2021-07,262278
1055,US,Guam,13.4443,144.7937,2021-08,285384
1056,US,Guam,13.4443,144.7937,2021-09,388119
1057,US,Guam,13.4443,144.7937,2021-10,520521
1058,US,Guam,13.4443,144.7937,2021-11,566737
1059,US,Guam,13.4443,144.7937,2021-12,600359
1060,US,Guam,13.4443,144.7937,2022-01,760410
1061,US,Guam,13.4443,144.7937,2022-02,1121070
1062,US,Guam,13.4443,144.7937,2022-03,1438000
1063,US,Guam,13.4443,144.7937,2022-04,1191408
1064,US,Hawaii,15.020202147142857,-112.37374034285712,2020-01,0
1065,US,Hawaii,15.020202147142857,-112.37374034285712,2020-02,0
1066,US,Hawaii,15.020202147142857,-112.37374034285712,2020-03,1320
1067,US,Hawaii,15.020202147142857,-112.37374034285712,2020-04,14957
1068,US,Hawaii,15.020202147142857,-112.37374034285712,2020-05,19741
1069,US,Hawaii,15.020202147142857,-112.37374034285712,2020-06,22662
1070,US,Hawaii,15.020202147142857,-112.37374034285712,2020-07,41972
1071,US,Hawaii,15.020202147142857,-112.37374034285712,2020-08,157592
1072,US,Hawaii,15.020202147142857,-112.37374034285712,2020-09,328183
1073,US,Hawaii,15.020202147142857,-112.37374034285712,2020-10,434994
1074,US,Hawaii,15.020202147142857,-112.37374034285712,2020-11,504871
1075,US,Hawaii,15.020202147142857,-112.37374034285712,2020-12,623187
1076,US,Hawaii,15.020202147142857,-112.37374034285712,2021-01,765480
1077,US,Hawaii,15.020202147142857,-112.37374034285712,2021-02,772397
1078,US,Hawaii,15.020202147142857,-112.37374034285712,2021-03,912703
1079,US,Hawaii,15.020202147142857,-112.37374034285712,2021-04,972930
1080,US,Hawaii,15.020202147142857,-112.37374034285712,2021-05,1092491
1081,US,Hawaii,15.020202147142857,-112.37374034285712,2021-06,1112325
1082,US,Hawaii,15.020202147142857,-112.37374034285712,2021-07,1219212
1083,US,Hawaii,15.020202147142857,-112.37374034285712,2021-08,1612776
1084,US,Hawaii,15.020202147142857,-112.37374034285712,2021-09,2189458
1085,US,Hawaii,15.020202147142857,-112.37374034285712,2021-10,2546612
1086,US,Hawaii,15.020202147142857,-112.37374034285712,2021-11,2581023
1087,US,Hawaii,15.020202147142857,-112.37374034285712,2021-12,2910476
1088,US,Hawaii,15.020202147142857,-112.37374034285712,2022-01,5281135
1089,US,Hawaii,15.020202147142857,-112.37374034285712,2022-02,6461227
1090,US,Hawaii,15.020202147142857,-112.37374034285712,2022-03,7389684
1091,US,Hawaii,15.020202147142857,-112.37374034285712,2022-04,6070997
1092,US,Idaho,42.33890555152174,-109.48359774782608,2020-01,0
1093,US,Idaho,42.33890555152174,-109.48359774782608,2020-02,0
1094,US,Idaho,42.33890555152174,-109.48359774782608,2020-03,2132
1095,US,Idaho,42.33890555152174,-109.48359774782608,2020-04,44534
1096,US,Idaho,42.33890555152174,-109.48359774782608,2020-05,74576
1097,US,Idaho,42.33890555152174,-109.48359774782608,2020-06,115391
1098,US,Idaho,42.33890555152174,-109.48359774782608,2020-07,408987
1099,US,Idaho,42.33890555152174,-109.48359774782608,2020-08,843404
1100,US,Idaho,42.33890555152174,-109.48359774782608,2020-09,1095109
1101,US,Idaho,42.33890555152174,-109.48359774782608,2020-10,1624120
1102,US,Idaho,42.33890555152174,-109.48359774782608,2020-11,2496748
1103,US,Idaho,42.33890555152174,-109.48359774782608,2020-12,3846737
1104,US,Idaho,42.33890555152174,-109.48359774782608,2021-01,4763931
1105,US,Idaho,42.33890555152174,-109.48359774782608,2021-02,4691503
1106,US,Idaho,42.33890555152174,-109.48359774782608,2021-03,5456929
1107,US,Idaho,42.33890555152174,-109.48359774782608,2021-04,5531237
1108,US,Idaho,42.33890555152174,-109.48359774782608,2021-05,5892676
1109,US,Idaho,42.33890555152174,-109.48359774782608,2021-06,5813278
1110,US,Idaho,42.33890555152174,-109.48359774782608,2021-07,6109924
1111,US,Idaho,42.33890555152174,-109.48359774782608,2021-08,6510782
1112,US,Idaho,42.33890555152174,-109.48359774782608,2021-09,7167422
1113,US,Idaho,42.33890555152174,-109.48359774782608,2021-10,8559534
1114,US,Idaho,42.33890555152174,-109.48359774782608,2021-11,9019786
1115,US,Idaho,42.33890555152174,-109.48359774782608,2021-12,9710404
1116,US,Idaho,42.33890555152174,-109.48359774782608,2022-01,10703314
1117,US,Idaho,42.33890555152174,-109.48359774782608,2022-02,11364708
1118,US,Idaho,42.33890555152174,-109.48359774782608,2022-03,13607008
1119,US,Idaho,42.33890555152174,-109.48359774782608,2022-04,11122564
1120,US,Illinois,39.07739428394231,-87.46336218365384,2020-01,9
1121,US,Illinois,39.07739428394231,-87.46336218365384,2020-02,58
1122,US,Illinois,39.07739428394231,-87.46336218365384,2020-03,33001
1123,US,Illinois,39.07739428394231,-87.46336218365384,2020-04,802339
1124,US,Illinois,39.07739428394231,-87.46336218365384,2020-05,2817238
1125,US,Illinois,39.07739428394231,-87.46336218365384,2020-06,3992626
1126,US,Illinois,39.07739428394231,-87.46336218365384,2020-07,4964947
1127,US,Illinois,39.07739428394231,-87.46336218365384,2020-08,6454930
1128,US,Illinois,39.07739428394231,-87.46336218365384,2020-09,8037477
1129,US,Illinois,39.07739428394231,-87.46336218365384,2020-10,10690588
1130,US,Illinois,39.07739428394231,-87.46336218365384,2020-11,17311582
1131,US,Illinois,39.07739428394231,-87.46336218365384,2020-12,26767345
1132,US,Illinois,39.07739428394231,-87.46336218365384,2021-01,32760433
1133,US,Illinois,39.07739428394231,-87.46336218365384,2021-02,32502745
1134,US,Illinois,39.07739428394231,-87.46336218365384,2021-03,37634271
1135,US,Illinois,39.07739428394231,-87.46336218365384,2021-04,38776019
1136,US,Illinois,39.07739428394231,-87.46336218365384,2021-05,42286389
1137,US,Illinois,39.07739428394231,-87.46336218365384,2021-06,41633595
1138,US,Illinois,39.07739428394231,-87.46336218365384,2021-07,43462380
1139,US,Illinois,39.07739428394231,-87.46336218365384,2021-08,45504491
1140,US,Illinois,39.07739428394231,-87.46336218365384,2021-09,47405296
1141,US,Illinois,39.07739428394231,-87.46336218365384,2021-10,51628096
1142,US,Illinois,39.07739428394231,-87.46336218365384,2021-11,52453318
1143,US,Illinois,39.07739428394231,-87.46336218365384,2021-12,60408772
1144,US,Illinois,39.07739428394231,-87.46336218365384,2022-01,80469683
1145,US,Illinois,39.07739428394231,-87.46336218365384,2022-02,83819983
1146,US,Illinois,39.07739428394231,-87.46336218365384,2022-03,94557527
1147,US,Illinois,39.07739428394231,-87.46336218365384,2022-04,77272016
1148,US,Indiana,38.98974990680851,-84.38413082255319,2020-01,0
1149,US,Indiana,38.98974990680851,-84.38413082255319,2020-02,0
1150,US,Indiana,38.98974990680851,-84.38413082255319,2020-03,10086
1151,US,Indiana,38.98974990680851,-84.38413082255319,2020-04,289747
1152,US,Indiana,38.98974990680851,-84.38413082255319,2020-05,838266
1153,US,Indiana,38.98974990680851,-84.38413082255319,2020-06,1210849
1154,US,Indiana,38.98974990680851,-84.38413082255319,2020-07,1703054
1155,US,Indiana,38.98974990680851,-84.38413082255319,2020-08,2488354
1156,US,Indiana,38.98974990680851,-84.38413082255319,2020-09,3224126
1157,US,Indiana,38.98974990680851,-84.38413082255319,2020-10,4512410
1158,US,Indiana,38.98974990680851,-84.38413082255319,2020-11,7676680
1159,US,Indiana,38.98974990680851,-84.38413082255319,2020-12,13534082
1160,US,Indiana,38.98974990680851,-84.38413082255319,2021-01,17994078
1161,US,Indiana,38.98974990680851,-84.38413082255319,2021-02,18130589
1162,US,Indiana,38.98974990680851,-84.38413082255319,2021-03,20894718
1163,US,Indiana,38.98974990680851,-84.38413082255319,2021-04,21118723
1164,US,Indiana,38.98974990680851,-84.38413082255319,2021-05,22765707
1165,US,Indiana,38.98974990680851,-84.38413082255319,2021-06,22490878
1166,US,Indiana,38.98974990680851,-84.38413082255319,2021-07,23586671
1167,US,Indiana,38.98974990680851,-84.38413082255319,2021-08,25027364
1168,US,Indiana,38.98974990680851,-84.38413082255319,2021-09,27541540
1169,US,Indiana,38.98974990680851,-84.38413082255319,2021-10,30949675
1170,US,Indiana,38.98974990680851,-84.38413082255319,2021-11,31775131
1171,US,Indiana,38.98974990680851,-84.38413082255319,2021-12,36369772
1172,US,Indiana,38.98974990680851,-84.38413082255319,2022-01,44722684
1173,US,Indiana,38.98974990680851,-84.38413082255319,2022-02,46605945
1174,US,Indiana,38.98974990680851,-84.38413082255319,2022-03,52311271
1175,US,Indiana,38.98974990680851,-84.38413082255319,2022-04,42345607
1176,US,Iowa,41.19763457752475,-91.61471705861386,2020-01,0
1177,US,Iowa,41.19763457752475,-91.61471705861386,2020-02,0
1178,US,Iowa,41.19763457752475,-91.61471705861386,2020-03,2766
1179,US,Iowa,41.19763457752475,-91.61471705861386,2020-04,83617
1180,US,Iowa,41.19763457752475,-91.61471705861386,2020-05,439993
1181,US,Iowa,41.19763457752475,-91.61471705861386,2020-06,729137
1182,US,Iowa,41.19763457752475,-91.61471705861386,2020-07,1151285
1183,US,Iowa,41.19763457752475,-91.61471705861386,2020-08,1650679
1184,US,Iowa,41.19763457752475,-91.61471705861386,2020-09,2312022
1185,US,Iowa,41.19763457752475,-91.61471705861386,2020-10,3288522
1186,US,Iowa,41.19763457752475,-91.61471705861386,2020-11,5540180
1187,US,Iowa,41.19763457752475,-91.61471705861386,2020-12,8062632
1188,US,Iowa,41.19763457752475,-91.61471705861386,2021-01,9401451
1189,US,Iowa,41.19763457752475,-91.61471705861386,2021-02,9217101
1190,US,Iowa,41.19763457752475,-91.61471705861386,2021-03,10664587
1191,US,Iowa,41.19763457752475,-91.61471705861386,2021-04,10763784
1192,US,Iowa,41.19763457752475,-91.61471705861386,2021-05,11439930
1193,US,Iowa,41.19763457752475,-91.61471705861386,2021-06,11182194
1194,US,Iowa,41.19763457752475,-91.61471705861386,2021-07,11646630
1195,US,Iowa,41.19763457752475,-91.61471705861386,2021-08,12112022
1196,US,Iowa,41.19763457752475,-91.61471705861386,2021-09,12854738
1197,US,Iowa,41.19763457752475,-91.61471705861386,2021-10,14551926
1198,US,Iowa,41.19763457752475,-91.61471705861386,2021-11,15178589
1199,US,Iowa,41.19763457752475,-91.61471705861386,2021-12,17120655
1200,US,Iowa,41.19763457752475,-91.61471705861386,2022-01,20012662
1201,US,Iowa,41.19763457752475,-91.61471705861386,2022-02,20685829
1202,US,Iowa,41.19763457752475,-91.61471705861386,2022-03,23464340
1203,US,Iowa,41.19763457752475,-91.61471705861386,2022-04,19007257
1204,US,Kansas,37.76602602028037,-96.25119542869159,2020-01,0
1205,US,Kansas,37.76602602028037,-96.25119542869159,2020-02,0
1206,US,Kansas,37.76602602028037,-96.25119542869159,2020-03,2384
1207,US,Kansas,37.76602602028037,-96.25119542869159,2020-04,56193
1208,US,Kansas,37.76602602028037,-96.25119542869159,2020-05,238563
1209,US,Kansas,37.76602602028037,-96.25119542869159,2020-06,349925
1210,US,Kansas,37.76602602028037,-96.25119542869159,2020-07,648405
1211,US,Kansas,37.76602602028037,-96.25119542869159,2020-08,1067824
1212,US,Kansas,37.76602602028037,-96.25119542869159,2020-09,1545724
1213,US,Kansas,37.76602602028037,-96.25119542869159,2020-10,2265517
1214,US,Kansas,37.76602602028037,-96.25119542869159,2020-11,3692504
1215,US,Kansas,37.76602602028037,-96.25119542869159,2020-12,6044140
1216,US,Kansas,37.76602602028037,-96.25119542869159,2021-01,7938965
1217,US,Kansas,37.76602602028037,-96.25119542869159,2021-02,8091318
1218,US,Kansas,37.76602602028037,-96.25119542869159,2021-03,9315474
1219,US,Kansas,37.76602602028037,-96.25119542869159,2021-04,9211785
1220,US,Kansas,37.76602602028037,-96.25119542869159,2021-05,9712554
1221,US,Kansas,37.76602602028037,-96.25119542869159,2021-06,9516769
1222,US,Kansas,37.76602602028037,-96.25119542869159,2021-07,10060765
1223,US,Kansas,37.76602602028037,-96.25119542869159,2021-08,10880899
1224,US,Kansas,37.76602602028037,-96.25119542869159,2021-09,11791359
1225,US,Kansas,37.76602602028037,-96.25119542869159,2021-10,13141453
1226,US,Kansas,37.76602602028037,-96.25119542869159,2021-11,13537528
1227,US,Kansas,37.76602602028037,-96.25119542869159,2021-12,15337147
1228,US,Kansas,37.76602602028037,-96.25119542869159,2022-01,19417504
1229,US,Kansas,37.76602602028037,-96.25119542869159,2022-02,21135681
1230,US,Kansas,37.76602602028037,-96.25119542869159,2022-03,23853555
1231,US,Kansas,37.76602602028037,-96.25119542869159,2022-04,19303682
1232,US,Kentucky,37.00538739344262,-83.80317109967213,2020-01,0
1233,US,Kentucky,37.00538739344262,-83.80317109967213,2020-02,0
1234,US,Kentucky,37.00538739344262,-83.80317109967213,2020-03,3412
1235,US,Kentucky,37.00538739344262,-83.80317109967213,2020-04,73553
1236,US,Kentucky,37.00538739344262,-83.80317109967213,2020-05,230298
1237,US,Kentucky,37.00538739344262,-83.80317109967213,2020-06,384473
1238,US,Kentucky,37.00538739344262,-83.80317109967213,2020-07,678552
1239,US,Kentucky,37.00538739344262,-83.80317109967213,2020-08,1218174
1240,US,Kentucky,37.00538739344262,-83.80317109967213,2020-09,1760913
1241,US,Kentucky,37.00538739344262,-83.80317109967213,2020-10,2676418
1242,US,Kentucky,37.00538739344262,-83.80317109967213,2020-11,4224498
1243,US,Kentucky,37.00538739344262,-83.80317109967213,2020-12,7088258
1244,US,Kentucky,37.00538739344262,-83.80317109967213,2021-01,9924537
1245,US,Kentucky,37.00538739344262,-83.80317109967213,2021-02,10853882
1246,US,Kentucky,37.00538739344262,-83.80317109967213,2021-03,12928476
1247,US,Kentucky,37.00538739344262,-83.80317109967213,2021-04,13072661
1248,US,Kentucky,37.00538739344262,-83.80317109967213,2021-05,14021186
1249,US,Kentucky,37.00538739344262,-83.80317109967213,2021-06,13875337
1250,US,Kentucky,37.00538739344262,-83.80317109967213,2021-07,14608150
1251,US,Kentucky,37.00538739344262,-83.80317109967213,2021-08,16254287
1252,US,Kentucky,37.00538739344262,-83.80317109967213,2021-09,19206045
1253,US,Kentucky,37.00538739344262,-83.80317109967213,2021-10,22410099
1254,US,Kentucky,37.00538739344262,-83.80317109967213,2021-11,22951798
1255,US,Kentucky,37.00538739344262,-83.80317109967213,2021-12,25498550
1256,US,Kentucky,37.00538739344262,-83.80317109967213,2022-01,30973077
1257,US,Kentucky,37.00538739344262,-83.80317109967213,2022-02,34613130
1258,US,Kentucky,37.00538739344262,-83.80317109967213,2022-03,40179026
1259,US,Kentucky,37.00538739344262,-83.80317109967213,2022-04,33011062
1260,US,Louisiana,30.150232614242423,-89.04163554530302,2020-01,0
1261,US,Louisiana,30.150232614242423,-89.04163554530302,2020-02,0
1262,US,Louisiana,30.150232614242423,-89.04163554530302,2020-03,28834
1263,US,Louisiana,30.150232614242423,-89.04163554530302,2020-04,625159
1264,US,Louisiana,30.150232614242423,-89.04163554530302,2020-05,1058228
1265,US,Louisiana,30.150232614242423,-89.04163554530302,2020-06,1432634
1266,US,Louisiana,30.150232614242423,-89.04163554530302,2020-07,2693146
1267,US,Louisiana,30.150232614242423,-89.04163554530302,2020-08,4225383
1268,US,Louisiana,30.150232614242423,-89.04163554530302,2020-09,4777864
1269,US,Louisiana,30.150232614242423,-89.04163554530302,2020-10,5504935
1270,US,Louisiana,30.150232614242423,-89.04163554530302,2020-11,6222999
1271,US,Louisiana,30.150232614242423,-89.04163554530302,2020-12,8533266
1272,US,Louisiana,30.150232614242423,-89.04163554530302,2021-01,11214867
1273,US,Louisiana,30.150232614242423,-89.04163554530302,2021-02,11714047
1274,US,Louisiana,30.150232614242423,-89.04163554530302,2021-03,13580984
1275,US,Louisiana,30.150232614242423,-89.04163554530302,2021-04,13546142
1276,US,Louisiana,30.150232614242423,-89.04163554530302,2021-05,14424607
1277,US,Louisiana,30.150232614242423,-89.04163554530302,2021-06,14293906
1278,US,Louisiana,30.150232614242423,-89.04163554530302,2021-07,15543705
1279,US,Louisiana,30.150232614242423,-89.04163554530302,2021-08,19308469
1280,US,Louisiana,30.150232614242423,-89.04163554530302,2021-09,21566484
1281,US,Louisiana,30.150232614242423,-89.04163554530302,2021-10,23291438
1282,US,Louisiana,30.150232614242423,-89.04163554530302,2021-11,22963406
1283,US,Louisiana,30.150232614242423,-89.04163554530302,2021-12,24343699
1284,US,Louisiana,30.150232614242423,-89.04163554530302,2022-01,30732569
1285,US,Louisiana,30.150232614242423,-89.04163554530302,2022-02,32168752
1286,US,Louisiana,30.150232614242423,-89.04163554530302,2022-03,36160826
1287,US,Louisiana,30.150232614242423,-89.04163554530302,2022-04,29251850
1288,US,Maine,39.722389694444445,-61.79890544722222,2020-01,0
1289,US,Maine,39.722389694444445,-61.79890544722222,2020-02,0
1290,US,Maine,39.722389694444445,-61.79890544722222,2020-03,2086
1291,US,Maine,39.722389694444445,-61.79890544722222,2020-04,22293
1292,US,Maine,39.722389694444445,-61.79890544722222,2020-05,52159
1293,US,Maine,39.722389694444445,-61.79890544722222,2020-06,84059
1294,US,Maine,39.722389694444445,-61.79890544722222,2020-07,112032
1295,US,Maine,39.722389694444445,-61.79890544722222,2020-08,129951
1296,US,Maine,39.722389694444445,-61.79890544722222,2020-09,148340
1297,US,Maine,39.722389694444445,-61.79890544722222,2020-10,183325
1298,US,Maine,39.722389694444445,-61.79890544722222,2020-11,274047
1299,US,Maine,39.722389694444445,-61.79890544722222,2020-12,542939
1300,US,Maine,39.722389694444445,-61.79890544722222,2021-01,1009208
1301,US,Maine,39.722389694444445,-61.79890544722222,2021-02,1187867
1302,US,Maine,39.722389694444445,-61.79890544722222,2021-03,1472340
1303,US,Maine,39.722389694444445,-61.79890544722222,2021-04,1682201
1304,US,Maine,39.722389694444445,-61.79890544722222,2021-05,2025473
1305,US,Maine,39.722389694444445,-61.79890544722222,2021-06,2057596
1306,US,Maine,39.722389694444445,-61.79890544722222,2021-07,2155577
1307,US,Maine,39.722389694444445,-61.79890544722222,2021-08,2257805
1308,US,Maine,39.722389694444445,-61.79890544722222,2021-09,2474529
1309,US,Maine,39.722389694444445,-61.79890544722222,2021-10,3022039
1310,US,Maine,39.722389694444445,-61.79890544722222,2021-11,3373596
1311,US,Maine,39.722389694444445,-61.79890544722222,2021-12,4137044
1312,US,Maine,39.722389694444445,-61.79890544722222,2022-01,4973626
1313,US,Maine,39.722389694444445,-61.79890544722222,2022-02,5593312
1314,US,Maine,39.722389694444445,-61.79890544722222,2022-03,7212520
1315,US,Maine,39.722389694444445,-61.79890544722222,2022-04,5972304
1316,US,Maryland,36.013772945,-70.77735471576923,2020-01,0
1317,US,Maryland,36.013772945,-70.77735471576923,2020-02,0
1318,US,Maryland,36.013772945,-70.77735471576923,2020-03,8723
1319,US,Maryland,36.013772945,-70.77735471576923,2020-04,326346
1320,US,Maryland,36.013772945,-70.77735471576923,2020-05,1183128
1321,US,Maryland,36.013772945,-70.77735471576923,2020-06,1848484
1322,US,Maryland,36.013772945,-70.77735471576923,2020-07,2374558
1323,US,Maryland,36.013772945,-70.77735471576923,2020-08,3086997
1324,US,Maryland,36.013772945,-70.77735471576923,2020-09,3518380
1325,US,Maryland,36.013772945,-70.77735471576923,2020-10,4172581
1326,US,Maryland,36.013772945,-70.77735471576923,2020-11,5073482
1327,US,Maryland,36.013772945,-70.77735471576923,2020-12,7449058
1328,US,Maryland,36.013772945,-70.77735471576923,2021-01,9934465
1329,US,Maryland,36.013772945,-70.77735471576923,2021-02,10364019
1330,US,Maryland,36.013772945,-70.77735471576923,2021-03,12265756
1331,US,Maryland,36.013772945,-70.77735471576923,2021-04,12945885
1332,US,Maryland,36.013772945,-70.77735471576923,2021-05,14113843
1333,US,Maryland,36.013772945,-70.77735471576923,2021-06,13839592
1334,US,Maryland,36.013772945,-70.77735471576923,2021-07,14395070
1335,US,Maryland,36.013772945,-70.77735471576923,2021-08,14928232
1336,US,Maryland,36.013772945,-70.77735471576923,2021-09,15449608
1337,US,Maryland,36.013772945,-70.77735471576923,2021-10,17009803
1338,US,Maryland,36.013772945,-70.77735471576923,2021-11,17192901
1339,US,Maryland,36.013772945,-70.77735471576923,2021-12,19406305
1340,US,Maryland,36.013772945,-70.77735471576923,2022-01,27667921
1341,US,Maryland,36.013772945,-70.77735471576923,2022-02,27804948
1342,US,Maryland,36.013772945,-70.77735471576923,2022-03,31230250
1343,US,Maryland,36.013772945,-70.77735471576923,2022-04,25458730
1344,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-01,3
1345,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-02,53
1346,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-03,66502
1347,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-04,1126995
1348,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-05,2661548
1349,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-06,3047913
1350,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-07,3342964
1351,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-08,3608342
1352,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-09,3778922
1353,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-10,4449113
1354,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-11,5713002
1355,US,Massachusetts,37.117302877058826,-63.01629596529412,2020-12,9388617
1356,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-01,14211219
1357,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-02,15581812
1358,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-03,18804214
1359,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-04,19984577
1360,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-05,21720180
1361,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-06,21266782
1362,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-07,22108435
1363,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-08,22889238
1364,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-09,23591151
1365,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-10,25831963
1366,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-11,26481620
1367,US,Massachusetts,37.117302877058826,-63.01629596529412,2021-12,31160689
1368,US,Massachusetts,37.117302877058826,-63.01629596529412,2022-01,44009138
1369,US,Massachusetts,37.117302877058826,-63.01629596529412,2022-02,46212034
1370,US,Massachusetts,37.117302877058826,-63.01629596529412,2022-03,52217745
1371,US,Massachusetts,37.117302877058826,-63.01629596529412,2022-04,42979782
1372,US,Michigan,42.018626062643676,-81.26529574068965,2020-01,0
1373,US,Michigan,42.018626062643676,-81.26529574068965,2020-02,0
1374,US,Michigan,42.018626062643676,-81.26529574068965,2020-03,41117
1375,US,Michigan,42.018626062643676,-81.26529574068965,2020-04,852025
1376,US,Michigan,42.018626062643676,-81.26529574068965,2020-05,1676993
1377,US,Michigan,42.018626062643676,-81.26529574068965,2020-06,1998577
1378,US,Michigan,42.018626062643676,-81.26529574068965,2020-07,2479119
1379,US,Michigan,42.018626062643676,-81.26529574068965,2020-08,3160703
1380,US,Michigan,42.018626062643676,-81.26529574068965,2020-09,3762272
